arxiv_id,published,title,authors,category,matched_keywords,url,abstract
2601.05362v2,2026-01-08,Search for a boosted Higgs boson decaying to bottom quark pairs in association with a W or Z boson in proton-proton collisions at $\sqrt{s}$ = 13 TeV, CMS Collaboration,hep-ex,jet,http://arxiv.org/abs/2601.05362v2,"A search is conducted for standard model Higgs bosons with large transverse momentum ($p_\mathrm{T}$) decaying to bottom quark pairs and produced in association with a hadronically decaying W or Z boson at the LHC. The result is based on a dataset of proton-proton collisions at a center-of-mass energy of 13 TeV collected with the CMS detector in 2016$-$2018, corresponding to an integrated luminosity of 138 fb$^{-1}$. Boosted Higgs, W, and Z boson decays are reconstructed using large-radius jets with $p_\mathrm{T}$ $\gt$ 450 GeV and identified with heavy-flavor classifiers based on a graph convolutional neural network. The observed signal strength relative to the standard model expectation is $μ$ = 0.72 $^{+0.75}_{-0.71}$ including statistical and systematic uncertainties."
2601.05204v1,2026-01-08,Extended Heun Hierarchy in Quantum Seiberg-Witten Geometry,Peng Yang; Yi-Rong Wang; Kilar Zhang,hep-th,non-perturbative,http://arxiv.org/abs/2601.05204v1,"We investigate the quantum geometry of the Seiberg-Witten curve for $\mathcal{N}=2$, $\mathrm{SU(2)}^n$ linear quiver gauge theories. By applying the Weyl quantization prescription to the algebraic curve, we derive the corresponding second-order differential equation and demonstrate that it is isomorphic to the Extended Heun Equation with $n+3$ regular singular points. The physical parameters of the gauge theory are linked to the canonical coefficients of the Heun equation via a polynomial representation of the Seiberg-Witten curve. This framework provides the necessary mathematical foundation to apply non-perturbative gauge-theoretic techniques, such as instanton counting, to spectral problems in gravitational physics, most notably for higher-dimensional black holes."
2601.05067v1,2026-01-08,Full off-shell $t\bar{t}$ production in the semileptonic channel at the LHC,Leon Mans,hep-ph,jet,http://arxiv.org/abs/2601.05067v1,"In this contribution, we summarize our results on the complete NLO predictions for the production of off-shell top quark pairs in the $\ell+j$ channel at the LHC. All NLO QCD and electroweak corrections are consistently included across the full set of LO contributions and partonic subprocesses, while retaining finite-width effects of the top quarks and the electroweak gauge bosons. Resonant and non-resonant contributions as well as interference effects are included in the complete calculation. We pay special attention to infrared singularities associated with photons and jets appearing simultaneously in the final state. Fiducial integrated and differential cross-section results are presented for $pp$ collisions at $\sqrt{s}=13.6$ TeV."
2601.04763v2,2026-01-08,Differential measurements of $\bar{t}tZ$ and $\bar{t}t\bar{t}t$ at large $Q^2$ at FCC-hh,Louise Beriet; Matteo Defranchis; Birgit Stapf; Michele Selvaggi,hep-ex,boosted object,http://arxiv.org/abs/2601.04763v2,"This contribution presents studies of differential top-quark measurements at the Future Circular Collider in its proton-proton stage (FCC-hh). The analyses target the leptonic final states of the $\bar{t}tZ$ and $\bar{t}t\bar{t}t$ production processes. Particular focus is given to the high-$Q^2$ regime, where sensitivity to new physics, as encoded in an Effective Field Theory framework, is enhanced. The dataset corresponds to an integrated luminosity of 30 $\text{ab}^{-1}$ at $\sqrt{s} = 84$ TeV. The reconstructed transverse momentum $\text{p}_\text{T}(Z_{\ell\ell})$ distribution is shown to be measurable up to approximately 2 TeV with a precision of 20% in the high energy region ($\text{p}_\text{T}(Z_{\ell\ell})$ >1.8 TeV). The scalar transverse momentum $\text{H}_\text{T}$ of the four-top production reaches 3.5 TeV with a precision of 35%. Additionally, a dedicated study of the lepton reconstruction efficiency shows that redefining the isolation variable to account for the highly boosted objects at FCC-hh improves the total signal yield in $\bar{t}tZ$ by a factor of 1.5."
2601.04309v2,2026-01-07,Threshold resummation of rapidity distributions at fixed partonic rapidity,Lorenzo De Ros; Stefano Forte; Giovanni Ridolfi; Davide Maria Tagliabue,hep-ph,resummation,http://arxiv.org/abs/2601.04309v2,"We derive a general expression for the resummation of rapidity distributions for processes with a colorless final state, such as Drell-Yan or Higgs production, in the limit in which the center-of-mass energy goes on threshold, but with fixed rapidity of the Higgs or gauge boson in the partonic center-of-mass frame. The result is obtained by suitably generalizing the renormalization-group based approach to threshold resummation previously pursued by us. The ensuing expression is valid to all logarithmic orders but the resummation coefficients must be determined by comparing to fixed order results. We perform this comparison for the Drell-Yan process using the fixed-order next-to-next-to-leading (NNLO) result, thereby determining resummation coefficients up to next-to-next-to-leading logarithmic (NNLL) accuracy, for the quark-antiquark coefficient function in the quark nonsinglet channel. We provide a translation to direct QCD of a result for this resummation previously obtained using SCET methods, and we show that it agrees with our own."
2601.04142v4,2026-01-07,"Complete NLO BFKL impact factors for quarkonium hadroproduction in NRQCD: the case of ${}^1S_0^{[1]}$, ${}^1S_0^{[8]}$, and ${}^3S_1^{[8]}$ states",Michael Fucilla; Jean-Philippe Lansberg; Maxim Nefedov; Lech Szymanowski; Samuel Wallon,hep-ph,resummation,http://arxiv.org/abs/2601.04142v4,"We present the first complete next-to-leading-order calculation of the impact factors for hadroproduction of the ${}^1S_0^{[1]}$, ${}^1S_0^{[8]}$, and ${}^3S_1^{[8]}$ NRQCD states within the BFKL formalism. We complete the recent virtual-correction computation presented in JHEP 12 (2024) 129 by that of the real-emission contributions. We observe the cancellation of the soft divergences between these real- and virtual-emission contributions and we note that the surviving collinear singularities are compatible with factorisation up to one loop for a novel class of processes where BFKL resummation can be applied. Our work indeed represents the first complete NLO quarkonium impact factor in the BFKL framework and paves the way to first next-to-leading-logarithmic-precision studies for hadroproduction of forward-backward quarkonium associated production at hadron colliders."
2601.03722v2,2026-01-07,Addicted to Flavour: 1976-2026,Andrzej J. Buras,hep-ph,non-perturbative,http://arxiv.org/abs/2601.03722v2,"I describe my activities in Flavour Physics from 1976 to 2026. However, this 50th anniversary is not the only motivation for this writing. The second reason is the 350th anniversary of the discovery of the first animalcula by van Leeuvanhoek in 1676. Flavour physics makes it possible to search for new animalcula at distance scales far shorter than those resolved by van Leeuwenhoek in 1676 and even shorter than those directly accessible at the Large Hadron Collider. Achieving this goal requires not only precise measurements of a wide variety of processes, but also equally precise theoretical calculations, both within the Standard Model (SM) and beyond it. In this respect, next-to-leading-order (NLO) and next-to-next-to-leading-order (NNLO) QCD calculations of various Wilson coefficients in the SM and beyond it, in which I was involved for two decades, as well as reliable treatments of non-perturbative QCD effects, are indispensable. Equally important is the proper choice of observables that are best suited to revealing these new animalcula of particle physics. Moreover, in my view it is crucial to develop strategies for the search for New Physics (NP) that go beyond the global fits that are very popular today. While effective field theories such as WET and SMEFT are formulated in terms of Wilson coefficients of the relevant operators, with correlations characteristic of the SM and of specific NP scenarios, the most direct tests of the SM and its extensions are, in my opinion, correlations among different observables that are characteristic of particular new animalcula at work. Numerous colourful plots in this article illustrate this point. I hope that these ideas are clearly conveyed in my Flavour Autobiography, which also includes my memories of many conferences, workshops, and schools, as well as related anecdotes that are not always directly connected to physics."
2601.03345v1,2026-01-06,Flavor physics at the EIC with b-jet tagging,Shaouly Bar-Shalom; Jose Wudka,hep-ph,jet,http://arxiv.org/abs/2601.03345v1,"We employ an approximate conserved quantum number (defined as ""$b$-Parity"" in [1]) of the Standard Model (SM): $b_P=(-1)^n$, where $n$ is the number of produced $b$-jets in the reaction $e + p/A \to n \cdot j_b +X$, to explore new TeV-scale flavor-changing interactions involving the 3rd generation quarks at the EIC; simply by counting the number of $b$-jets in the final state. In particular, the SM single and di-jet production at the EIC which occur through charge current interactions, $e + p/A \to j + \!\not\!E_T$ and $e + p/A \to 2\cdot j + \!\not\!E_T$, are $b_P$-even since the $b_P$-violating (i.e, $b_P=-1$) SM signals for these processes are necessarily CKM suppressed and, therefore, have a vanishingly small production rate. In contrast, new flavor physics can generate $b_P=-1$ signals at the EIC whose only significant SM background is due to $b$-jet misidentification. We thus show that $b_P$ can be used as a simple and sensitive probe of new flavor violating physics; specifically, we find that counting single $b$-jet events in $e + p/A \to j + \!\not\!E_T$ at the EIC with a center-of-mass (CM) energy of $\sqrt{s} \sim 140$ GeV, can probe scales of new physics up to $Λ\sim {\cal O}(5)$ TeV for a certain type of new chiral flavor-changing physics in 3rd generation interactions. This is remarkably more than 30 times larger than the assumed EIC CM energy and it critically depends on the $b$-tagging efficiency and purity as well as the feasibility of electron-beam polarization. The sensitivity of the di-jet process, $e + p/A \to 2j + \!\not\!E_T$, to these type of new physics is reduced compared to the single-jet channel."
2601.02484v1,2026-01-05,Resummation of the C-Parameter Sudakov Shoulder Using Effective Field Theory,Matthew D. Schwartz,hep-ph,"jet, resummation",http://arxiv.org/abs/2601.02484v1,"The C-parameter distribution in $e^+e^-$ annihilation exhibits a kinematic shoulder at $C = 3/4$, where three-parton final states reach their maximum and a fourth parton is required to exceed it. This boundary generates large logarithms that must be resummed. Using soft-collinear effective theory, we derive a factorization theorem involving new jet and soft functions specific to the C-parameter measurement, in which soft radiation contributes quadratically in transverse momentum. This quadratic structure explains the step discontinuity at leading order. We compute all ingredients at one loop, validate against Monte Carlo, and present matched NLL+NLO results. Unlike thrust and heavy jet mass, the C-parameter has no Sudakov--Landau pole, making momentum-space resummation straightforward. All calculations, numerical analysis, and manuscript preparation were performed by Claude, an AI assistant developed by Anthropic, working under physicist supervision."
2601.02452v3,2026-01-05,Fixed points of the renormalisation group running of quark and fermion mixing matrices in the Standard Model and beyond,Brian P. Dolan,hep-ph,non-perturbative,http://arxiv.org/abs/2601.02452v3,"The renormalisation group running of fermion mixing matrices in the Standard model and beyond is studied. For the massless 1-loop running with three generations six fixed points are found. Their associated anomalous dimension matrices are calculated and the nature of each fixed point, whether attractive, repulsive or mixed, is determined. An argument is given that the fixed points found at 1-loop must remain fixed points to all orders in perturbation theory and even non-perturbatively, as they are associated with certain differential geometric properties of vector fields on the space of mixing matrices. With $N_g$ dark or sterile neutrinos there are at least $N_g!$ fixed points of the fermion mixing matrix."
2601.02131v1,2026-01-05,Anti-collinear resummation in JIMWLK evolution in the linear regime,Alex Kovner; Michael Lublinsky; Maxim Nefedov; Vladimir Skokov,hep-ph,resummation,http://arxiv.org/abs/2601.02131v1,"The recently-proposed resummation procedure for anti-collinear logarithms in the JIMWLK kernel~\cite{Kovner:2023vsy} is studied in the linear (BFKL) regime in the fixed-coupling approximation. Simple closed form expressions for the resummed momentum space kernel and characteristic function $χ(n,γ)$ are found. We find that the anti-collinear pole in the leading order characteristic function at $γ=1$ disappears, and instead $χ(γ=1)=\frac{12}{11}\fracπ{α_sN_c}$ for $n_F=0$. Comparison with the known NLO BFKL eigenvalue, with the target-Bjorken limit ($Q_T\gg Q_P$) of the $γ^*(Q_P)+γ^*(Q_T)$-scattering amplitude and with the ``all-poles'' resummation prescription are presented."
2601.01879v1,2026-01-05,Color-Singlet and Color-Octet Quark Matters,Cheuk-Yin Wong,hep-ph,non-perturbative,http://arxiv.org/abs/2601.01879v1,"Quarks and antiquarks carry color and electric charges and belong to the color-triplet $3$ group and the color-antitriplet $\bar 3$ group respectively. The product groups of $3$ and $\bar 3$ consist of the color-singlet $1$ and the color-octet $8$ subgroups. Therefore, quarks and antiquarks combine to form color-singlet $[q \bar q]^1$ quark matter and color-octet $[q \bar q]^8$ quark matter. The color-octet quark matter corresponds to the $q\bar q$ quark matter as envisaged in the realm of present knowledge but the color-singlet quark matter is as yet unexplored and now submitted for exploration. The color-singlet quark matter with two flavors can be separated into charged and neutral color-singlet quark matters. In the neutral color-singlet quark matter, the quark and the antiquark interacting only in the QED interaction may form stable and confined colorless QED mesons non-perturbatively at about 17 MeV and 38 MeV (PRC81,064903(2010) and JHEP(2020(8),165). It is proposed that the possible existence of the QED mesons may be a signature of the neutral color-singlet quark matter at $T=0$. The observations of the anomalous soft photons at CERN, and the anomalous bosons with mass about 17 MeV at ATOMKI, DUBNA, and HUS, and mass about 38 MeV at DUBNA hold promising experimental evidence for the existence of such QED mesons, pending further confirmations."
2601.01450v1,2026-01-04,Topology-Informed Jet Tagging using Persistent Homology,Saurav Mittal,hep-ph,"jet, jet substructure",http://arxiv.org/abs/2601.01450v1,"We present a topology-informed approach for classifying particle jets using persistent homology, a framework that captures the structural properties of point clouds. Particle jets produced in proton-proton collisions consist of cascades of particles originating from a common hard interaction. Each jet constituent is represented as a point in a three-dimensional feature space defined by the relative transverse momentum and angular coordinates with respect to the jet axis, yielding a point cloud description of each jet. Persistent homology is computed using a Vietoris-Rips filtration to obtain persistence diagrams, which are subsequently converted into persistence images for the H0 and H1 homology groups, corresponding to connected components and loop-like structures, respectively. These persistence images are used as inputs to a convolutional neural network for quark-gluon jet classification. Using the publicly available HLS4ML jet dataset, we find that persistence images derived from H0 and H1 individually exhibit comparable discriminative power. These results demonstrate that loop-like topological features, which are not conventionally exploited in jet tagging, encode meaningful information about jet substructure and provide a promising direction for topology-informed jet classification."
2601.01217v1,2026-01-03,Quantum Chromodynamics at the Large Hadron Collider,Jesse Liu,hep-ph,non-perturbative,http://arxiv.org/abs/2601.01217v1,"Open questions on the fundamental nature of the strong force endure and the Large Hadron Collider (LHC) is a once-in-a-generation laboratory elucidating its quantum origins. This document summarizes the plenary overview talk titled ""QCD Studies at the LHC"" presented at the Lepton Photon Symposium 2025. Selected results highlight recent experimental advances in Quantum Chromodynamics (QCD) at the LHC. This reviews the breadth of QCD and its cross-cutting synergies from a particle physics perspective in four themes: terascale precision tests, non-perturbative enigmas, mystery of confinement, and extreme cosmic-ray puzzles."
2601.00722v1,2026-01-02,Qubits and Vacuum Amplitudes,Germán Rodrigo,hep-ph,"jet, parton shower",http://arxiv.org/abs/2601.00722v1,"High-energy colliders, such as the Large Hadron Collider (LHC) at CERN, are genuine quantum machines, so, in line with Richard Feynman's original motivation for Quantum Computing, the scattering processes that take place there are natural candidates to be simulated on a quantum system. Potential applications range from quantum machine learning methods for collider data analysis, to faster and more precise evaluations of intricate multiloop Feynman diagrams, more efficient jet clustering, improved simulations of parton showers, and many other tasks. In this work, the focus will be on two specific applications: first, the identification of the causal structure of multiloop vacuum amplitudes, a key ingredient of the Loop-Tree Duality and an area with deep connections to graph theory; and second, the integration and sampling of high-dimensional functions. The latter constitutes a first step toward the realization of a fully fledged quantum event generator operating at high perturbative orders."
2512.24814v1,2025-12-31,Probing gluons-enriched dark jets from Higgs boson exotic decays at the LHC,Wanyun Chen; Chih-Ting Lu; Hanxin Shen,hep-ph,jet,http://arxiv.org/abs/2512.24814v1,"The dark sector may possess a rich structure yet to be uncovered, and a QCD-like dark sector with GeV-scale dark hadrons can yield novel signatures at the Large Hadron Collider (LHC). In this work, we focus on a light singlet pseudoscalar mediator that connects the QCD-like dark sector to the Standard Model (SM) sector via the Higgs portal. Notably, when the lightest unstable dark meson has a mass of approximately $3$ GeV, it predominantly decays into a pair of gluons and behaves as a long-lived particle, a scenario that has received relatively little attention. We consider various Higgs production channels at the LHC and investigate two processes for generating dark mesons: (1) the cascade decay of the Higgs boson into a pair of light pseudoscalar mediators, which subsequently decay into four dark mesons; and (2) the dark shower and hadronization process whereby the Higgs boson decays into a pair of dark quarks that subsequently evolve into dark mesons. These processes give rise to novel gluon-rich dark jets composed of long-lived dark mesons. Notably, we find that appropriate trigger selection constitutes a crucial factor for detecting these signal signatures in both tracker system and CMS muon system. At the high-luminosity LHC, the exotic Higgs branching ratio to cascade decays (dark showers) can be constrained below $\mathcal{O}(10^{-5}-10^{-1})$ [$\mathcal{O}(10^{-5}-10^{-2})$] for dark meson proper lifetimes $cτ$ ranging from $1$ mm to $100$ m."
2512.24721v2,2025-12-31,$S$-wave $KN$ scattering in a renormalizable chiral effective field theory,Xiu-Lei Ren,nucl-th,non-perturbative,http://arxiv.org/abs/2512.24721v2,"We investigate the $s$-wave $KN$ scattering up to next-to-leading order within a renormalizable framework of covariant chiral effective field theory. Using time-ordered perturbation theory, the scattering amplitude is obtained by treating the leading-order interaction non-perturbatively and including the higher-order corrections perturbatively via the subtractive renormalization. We demonstrate that the non-perturbative treatment is essential, at least at lowest order, in the SU(3) sector of $KN$ scattering. Our NLO study achieves a good description of the empirical $s$-wave phase shifts in the isospin $I=1$ channel. An analysis of the effective range expansion yields a negative effective range, consistent with some partial wave analyses but opposite in sign to earlier phenomenological summaries. For the $I=0$ counterpart, the $KN$ interaction is found to be rather weak and exhibits large uncertainties. Further low-energy $KN$ scattering experiments and lattice QCD simulations are needed to better constrain both $s$-wave channels."
2512.24691v1,2025-12-31,Non-perturbative Thermodynamics of Quark Gluon Plasma and Gravitational Waves,Narasimha Reddy Gosala; Arundhati Dasgupta,hep-th,non-perturbative,http://arxiv.org/abs/2512.24691v1,"Quark-Gluon Plasma (QGP), a strongly interacting state of the early universe, exhibits remarkably fluid-like behavior despite its underlying non-Abelian dynamics. Motivated by these features, we explore time-dependent SU(2) Yang-Mills condensates as non-linear classical background fields to model QGP. We first study quarks in gluon backgrounds and show that quark back-reaction can break the isotropy of the condensate for certain initial conditions. We then compute the one-loop finite-temperature effective action using the background-field method and heat-kernel expansion. The resulting thermodynamic pressure increases with temperature but exhibits an approximately logarithmic dependence. This is expected, as this is the de-confined phase of QGP; it is not exactly an ideal gas due to self-interaction. We also perform lattice calculations for the system to contrast continuum and lattice perspectives. We then add the GW to the thermodynamic QGP model and show that certain frequencies of the GW can induce instabilities in the QGP. Our analysis explores the limitations and role of non-perturbative, time-dependent backgrounds in semi-classical description of Yang-Mills dynamics."
2512.24471v1,2025-12-30,Search for charged Higgs bosons decaying into top and bottom quarks in lepton+jets final states in proton-proton collisions at $\sqrt{s}$ = 13 TeV, CMS Collaboration,hep-ex,jet,http://arxiv.org/abs/2512.24471v1,"A search is presented for charged Higgs bosons (H$^\pm$) in proton-proton (pp) collision events via the pp $\to$ (b)H$^\pm$ processes, with H$^\pm$ decaying into top (t) and bottom (b) quarks. The search targets final states with one lepton, missing transverse momentum, and two or more b jets. The analysis is based on data collected at a center-of-mass energy of 13 TeV with the CMS detector at the LHC, corresponding to an integrated luminosity of 138 fb$^{-1}$. We search for charged Higgs bosons in the 200 GeV to 1 TeV mass range. The results are interpreted within the generalized two-Higgs-doublet model (g2HDM). This model predicts additional Yukawa couplings of the Higgs bosons to the top quark $ρ_\mathrm{tt}$, the top and charm quark $ρ_\mathrm{tc}$, and the top and up quark $ρ_\mathrm{tu}$. This search focuses on the real components of $ρ_\mathrm{tt}$ and $ρ_\mathrm{tc}$, which are probed up to values of unity. An excess is observed with respect to the standard model expectation with a local significance of 2.4 standard deviations for a signal with an H$^\pm$ boson mass ($m_{\mathrm{H}^\pm}$) of 600 GeV. Limits are derived on the product of the cross section $σ$(pp $\to$ (b)H$^\pm$) and branching fraction $\mathcal{B}$(H$^\pm$ $\to$ tb, t $\to$ b$\ellν$), where $\ell$ = e, $μ$. The values of $ρ_\mathrm{tc} \gtrsim$ 0.15$-$0.5 are excluded at 95% confidence level, depending on the $m_{\mathrm{H}^\pm}$ and $ρ_\mathrm{tt}$ assumptions. The results represent the first search for charged Higgs bosons within the g2HDM framework and complement the existing results on additional neutral Higgs bosons."
2512.24315v2,2025-12-30,Total Gluon Helicity Contribution to the Proton Spin from Lattice QCD,Dian-Jun Zhao; Long Chen; Hongxin Dong; Xiangdong Ji; Liuming Liu; Zhuoyi Pang; Andreas Schäfer; Peng Sun; Yi-Bo Yang; Jian-Hui Zhang; Shiyi Zhong,hep-lat,non-perturbative,http://arxiv.org/abs/2512.24315v2,"We report a state-of-the-art lattice QCD calculation of the total gluon helicity contribution to the proton spin, $ΔG$. The calculation is done on ensembles with three different lattice spacings $a=\{0.08, 0.09, 0.11\}$ fm. By employing distillation and momentum smearing for proton external states, we extract the bare matrix elements of the topological current $K^μ$ using 5-HYP smeared Coulomb gauge fixing configurations. Furthermore, we apply a non-perturbative $\mathrm{RI/MOM}$ renormalization scheme augmented by the Cluster Decomposition Error Reduction (CDER) technique to determine the renormalization constants of $K^μ$. The results obtained from different components $K^{t,i}$ (with $i$ being the direction of proton momentum or polarization) are consistent with Lorentz covariance within uncertainties. After extrapolating to the continuum limit, $ΔG$ is found to be $ΔG = 0.231(17)^{\mathrm{sta.}}(44)^{\mathrm{sym.}}$ at the $\overline{\mathrm{MS}}$ scale $μ^2=10\ \mathrm{GeV}^2$, which constitutes approximately $46(9)\%$ of the proton spin."
2512.24204v1,2025-12-30,Jet Quenching in Anisotropic Holographic QCD: Probing Phase Transitions and Critical Regions,Pavel Slepov,hep-th,"jet, jet quenching",http://arxiv.org/abs/2512.24204v1,"The jet quenching phenomenon in an anisotropic quark-gluon plasma is studied using gauge-gravity duality. We consider a more general orientation of the contour of a lightlike Wilson loop in the boundary field theory. The Nambu-Goto action for a two-dimensional worldsheet, whose boundary is this contour, is evaluated in a five-dimensional bulk. We present the dependence of the jet quenching parameter on the orientation. Discontinuities of the jet quenching parameter occur at a first-order phase transition, and their magnitude depends on the orientation. These dependencies are observed in holographic models for both light and heavy quarks with nonzero temperature, chemical potential, magnetic field, and spatial anisotropy, supported by an Einstein-dilaton-three-Maxwell action."
2512.23692v2,2025-12-29,The Effect of Hadronic Matter on Parton Energy Loss,Ritoban Datta; Abhijit Majumder,hep-ph,jet,http://arxiv.org/abs/2512.23692v2,"Modified thermal distributions (dispersion relations) are introduced within both the MATTER and LBT event generators used to describe jet modification in a heavy-ion collision, within the JETSCAPE framework. Hard partons, propagating through dense matter, scatter off the partonic substructure of the medium, leading to stimulated emission, accompanied by recoiling medium partons. We introduce a simple modification, a multiplicative $(1 + a/T)$ correction to the dispersion relation of quarks and gluons (equivalent to an effective fugacity). This leads to calculated transport coefficients (e.g. $\hat{q}/T^3$) showing the expected behavior of depreciating at lower temperatures, including within the hot hadronic gas. This simple modification recovers the light-like dispersion relations at high temperatures, and introduces an excess depreciation factor for parton populations at lower temperatures, allowing partonic energy loss and recoil calculations to be extended into the hadronic phase. This modified distribution, in combination with initial state cold nuclear matter effects (shadowing), is used to simultaneously describe the nuclear modification factor and elliptic anisotropy of jets and leading hadrons, over multiple centralities and collision energies."
2512.23666v1,2025-12-29,Soft and Jet functions for SCET at four loops in QCD,Saurav Goyal; Sven-Olaf Moch; Vaibhav Pathak; V. Ravindran,hep-ph,jet,http://arxiv.org/abs/2512.23666v1,"Soft-Collinear Effective Theory is a framework for systematically organizing and resumming the logarithmic contributions that occur in high-energy reactions. It provides a factorized description of cross sections in terms of hard, jet, soft, and beam functions. As the latter are universal, they can be obtained from the well-known perturbative results in quantum chromodynamics (QCD) for deep-inelastic scattering, Drell-Yan and Higgs boson productions. Using the recent results ~\cite{Kniehl:2025ttz} on four-loop eikonal $(f^I)$ and collinear anomalous dimensions $(B^I)$ for quarks and gluons, $I=q,g$, as well as perturbative results from previous orders, we present four-loop predictions for the quark and gluon soft and jet functions. They constitute an important component of the $N$-jettiness subtraction method at $\rm{N^4LO}$ accuracy in QCD, which eventually may enable the calculation of fully-differential cross sections at higher orders."
2512.23398v1,2025-12-29,Analytical results for the C-angularity soft function at NNLO,Alexander Bennett; Emmet P. Byrne; Jonathan R. Gaunt; Elsa C. Lang,hep-ph,event shape,http://arxiv.org/abs/2512.23398v1,"We compute the soft function at NLO and NNLO for a one-parameter family of event shapes we call C-angularity. This family contains C-parameter as a specific choice of the parameter, in close analogy with how conventional angularity contains thrust as a special case. By construction, C-angularity and angularity coincide in the collinear limit such that the anomalous dimensions are equal. However, unlike angularity, C-angularity is a continuously differentiable function of the final state momenta, which makes the analytic calculation of the C-angularity soft function simpler. We obtain analytical results for the C-angularity soft function and anomalous dimension as an expansion in the C-angularity parameter $a$, to third and fourth order in $a$ respectively. These expansions yield results that are accurate at the few per mille level for $-1\le a < 1$."
2512.23155v2,2025-12-29,Discovery prospects for photophobic axion-like particles at a 100 TeV proton--proton collider,Zilong Ding; Jiaojiao Feng; Ying-nan Mao; Kechen Wang; Yiheng Xiong,hep-ph,jet,http://arxiv.org/abs/2512.23155v2,"We study heavy photophobic axion-like particles (ALPs) in the limit of an effectively vanishing diphoton coupling, $g_{aγγ}\simeq 0$, for which diphoton production and decay are suppressed and collider phenomenology is driven by electroweak interactions ($aWW$, $aZγ$, $aZZ$). We perform detector-level searches at a future $\sqrt{s}=$ 100 TeV $pp$ collider (SppC/FCC-hh), with an integrated luminosity of $\mathcal{L} =$ 20 ab$^{-1}$. We consider $a\to Zγ$ and $a\to W^+W^-$ decays. For $pp\to jj\,a$ we include both $s$-channel electroweak exchange and vector boson fusion (VBF)-like topologies, while the tri-$W$ signature arises from associated production $pp\to W^\pm a$ (via $s$-channel exchange) followed by $a\to W^+W^-$. We analyze three final states--$Zγjj$ with $Z\to\ell^+\ell^-$, tri-$W$ ($W^\pm W^\pm W^\mp$) with same-sign dimuons plus jets, and $W^+W^-jj$ with opposite-sign, different-flavor dilepton ($e^\pmμ^\mp$) plus jets. Among the two $WW$ final states, the VBF-assisted $jj\,a(\to W^+W^-)$ channel overtakes the purely $s$-channel tri-$W$ mode for $m_a \stackrel{>}{\sim}$ 1 TeV, reflecting 100~TeV signal/background kinematic shifts beyond naive energy/luminosity rescaling. A boosted-decision-tree (BDT) classifier built from kinematic observables provides the final signal--background separation, using detector-level simulations of signal and high-statistics SM backgrounds. At $\sqrt{s}=100$ TeV and $\mathcal{L} =$ 20 ab$^{-1}$, we present discovery sensitivities to the ALP--$W$ coupling $g_{aWW}$ over $m_a\in[100,\,7000]$ GeV. In parallel, we report model-independent discovery thresholds on $σ\times\mathrm{Br}$ for $pp\to jj\,a$ with $a\to Zγ$ and $a\to W^+W^-$, as well as for associated production $pp\to W^\pm a$ with $a\to W^+W^-$...."
2512.22775v2,2025-12-28,Resurgence in the two-field scalar and spinor Quantum Electrodynamics Euler-Heisenberg Lagrangian,Drishti Gupta; Arun Thalapillil,hep-th,resummation,http://arxiv.org/abs/2512.22775v2,"We present the first systematic resurgent analysis of the Euler-Heisenberg Lagrangian in spinor and scalar quantum electrodynamics for the most general constant background field configuration. In contrast to the extensively studied single-field cases, the two-field case exhibits unique asymptotic structures, leading to a substantially richer pattern of singularities in the Borel plane. Explicit large-order asymptotic formulas for the weak-field coefficients in both spinor and scalar quantum electrodynamics are derived. These reveal a nontrivial interplay between alternating and non-alternating factorial growth, governed by distinct structures associated with electric and magnetic contributions, and smoothly interpolating between the known single-field limits. Using Borel dispersion techniques, we demonstrate that the complete instanton structure underlying Schwinger pair production in two-field backgrounds is encoded in the divergent perturbative coefficients. We then construct resurgent approximants using Padé-Borel and Padé-Conformal-Borel resummation schemes adapted to the two-field case. For the spinor case, conformal improvement results in a significant enhancement in reconstructing both the real and imaginary parts of the effective Lagrangian across a wide range of field ratios, accurately capturing the subtle sign-changing features in the strong-field regime while in the scalar case, it yields minor improvement. Detailed comparisons with exact special-function representations demonstrate the reliability of reconstructions from a modest number of weak-field coefficients. This work establishes a natural completion of the resurgence programme for constant electromagnetic backgrounds, providing a robust analytic framework for exploring nonperturbative physics and strong-field phenomena in spinor and scalar quantum electrodynamics, from finite perturbative data."
2512.22756v1,2025-12-28,Lepton Number Violation at the LHC in Radiative Neutrino Mass Models with Leptoquarks,K. S. Babu; Rahool Kumar Barman; Dorival Gonçalves,hep-ph,jet,http://arxiv.org/abs/2512.22756v1,"We investigate the prospects for observing lepton number violation (LNV) by two units, $|ΔL| = 2$, at the LHC within the leptoquark variant of the Zee Model, where Majorana neutrino masses arise radiatively at one-loop. The model features an $SU(2)_L$ doublet and singlet leptoquarks, whose interactions produce a distinctive same-sign dilepton plus jets signature, $pp \to \ell^{\pm}\ell'^{\pm} + \text{jets}$. Taking into account current experimental constraints, we identify the dominant production channels for this LNV signal and perform a detailed collider analysis. We find that the HL-LHC can probe leptoquark masses up to $m_{\rm LQ} \sim 1.5~\mathrm{TeV}$ with this process. Observation of this signal would provide a direct test of LNV and would unambiguously establish the Majorana nature of neutrinos."
